Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
35974,17564,1,709,6,53669,1015.24,23.5,2,22601,36278,0
35975,35767,1,-1,7,-1,1565.97,17.5,0,39627,42427,1
35976,100000000,0,742,2,39360,882.32,38.5,0,25123,35038,1
35977,4942,0,698,1,49420,551.85,6,0,5189,10175,1
35978,8585,0,672,-1,21755,156.81,20.8,0,4419,5091,1
35979,24130,1,744,5,90486,1010.43,9.9,0,9661,42748,1
35980,23239,0,747,6,83700,1590.29,27.7,0,29072,35627,1
35981,14439,1,684,5,50135,685.17,13.2,0,9406,12028,1
35982,19328,1,-1,3,-1,456.03,28.3,0,16430,19421,1
35983,5555,0,717,-1,37295,699.29,41,0,4635,5061,0
35984,12925,0,728,10,83547,1093.06,22.3,0,7602,11295,1
35985,17838,1,-1,10,-1,1114.88,16.2,0,17846,20799,1
35986,6139,1,710,10,79810,412.35,26.1,0,0,0,1
35987,20008,1,698,10,63440,1200.07,18.5,0,13726,31922,1
35988,14269,0,721,3,84594,1226.61,31.1,0,48338,92600,1
35989,100000000,0,748,10,99891,1040.53,32.5,0,6459,53377,1
35990,9164,0,-1,1,-1,1047.73,19,0,36546,47035,1
35991,100000000,1,627,3,77034,1848.82,18.7,0,24039,31260,1
35992,17643,1,601,6,57658,1028.23,9.6,0,7203,14523,1
35993,100000000,0,746,6,44379,891.28,13.3,0,7391,20760,1
35994,100000000,0,733,4,21850,376.92,8.5,0,5395,7452,1
35995,15786,0,700,-1,53276,1176.52,31.5,0,15837,37351,0
35996,100000000,0,741,2,187321,2856.65,23.6,0,22498,23171,1
35997,12268,0,747,3,191170,779.02,11.8,0,0,0,0
35998,19654,1,694,10,49211,1045.74,21,1,10721,28212,1
35999,5104,0,-1,-1,-1,191.81,15,0,6478,16827,1
36000,14715,0,730,8,99081,2039.42,28.5,2,28235,44118,0
36001,100000000,1,681,9,66476,274.22,13.3,1,2524,19874,1
36002,12149,0,743,1,87066,709.59,17,0,10710,33574,1
36003,2005,0,-1,4,-1,146.44,14,0,4560,6919,1
36004,21323,1,696,10,67389,1218.61,22.9,0,33090,82108,1
36005,100000000,0,735,1,36468,455.85,13.8,0,1109,2028,1
36006,3959,0,-1,10,-1,1501.47,25,0,50310,73553,1
36007,22505,0,713,3,45108,196.22,11.4,0,113,7518,1
36008,25303,1,720,1,131573,232.45,19.3,0,8024,13047,1
36009,100000000,0,733,10,59202,1420.85,13.9,0,18617,32834,1
36010,6485,0,-1,10,-1,2024.49,18.7,0,5510,6688,0
36011,6466,0,721,4,29844,330.27,17,0,5872,7656,1
36012,20118,1,745,1,239404,1454.38,31.5,0,5472,16994,0
36013,10167,1,611,8,52868,550.72,9,0,5210,6612,0
36014,27589,0,683,1,83827,1837.21,18.4,0,18132,26626,0
36015,27037,1,-1,4,-1,958.44,17.1,0,24161,45244,0
36016,7124,1,743,2,35622,533.44,11.8,0,2724,12161,1
36017,26777,1,700,2,91295,653.53,19.8,1,5490,8756,1
36018,17403,0,682,10,60708,1249.57,20.6,0,21070,23971,1
36019,15597,1,738,3,134973,1271,18.6,0,24432,80105,1
36020,19692,1,707,10,52578,740.47,31,0,14019,17633,1
36021,9996,0,725,3,52020,580.89,12.9,0,2536,4895,1
36022,14655,1,-1,2,-1,767.74,12.4,0,4513,6157,1
36023,23125,1,684,3,60990,950.43,12.5,1,8592,11901,1
36024,3029,1,-1,1,-1,3780.69,31.9,0,25226,68548,1
36025,35119,1,697,6,140727,2544.81,17.2,0,32995,38144,1
36026,14909,0,745,5,98396,1475.94,14,0,15950,125591,1
36027,100000000,0,745,5,33796,439.35,20.5,0,24516,33908,1
36028,12008,0,-1,10,-1,316.2,23.4,0,10113,15004,1
36029,4964,0,739,10,77438,517.55,12.7,0,30280,31975,1
36030,14804,0,-1,10,-1,1143.16,33.7,0,7474,13515,1
36031,10609,1,660,3,44204,814.08,12.9,0,18216,19951,0
36032,100000000,0,717,2,50975,320.3,22.9,1,1810,15335,1
36033,18266,1,-1,2,-1,419.3,19.6,0,5378,5579,1
36034,35357,1,698,5,95969,2247.27,17,0,28230,45828,0
36035,28471,1,-1,2,-1,1479.27,22,0,27686,72857,1
36036,20740,0,749,4,118512,2320.86,16.8,0,54657,93430,1
36037,100000000,0,722,10,69708,941.06,37.5,2,6088,17102,1
36038,6527,0,-1,6,-1,1518.85,13.1,0,18532,28510,1
36039,24635,0,713,10,147810,1101.18,26.5,1,32160,38240,1
36040,7012,0,717,1,72122,1971.35,19.5,0,38781,90610,1
36041,9204,0,738,-1,27860,417.9,16.3,1,4840,8848,0
36042,7520,0,717,3,32192,434.59,12.2,0,2894,5330,1
36043,9982,0,717,2,54901,786.91,11.9,0,8366,14084,1
36044,10239,0,709,-1,57338,946.08,30.3,0,17170,22742,1
36045,3992,0,723,-1,14470,300.25,34.5,0,9432,17864,1
36046,17145,0,-1,8,-1,1152.97,12.9,0,7560,11905,1
36047,100000000,0,729,5,34867,278.07,16.9,0,3124,16796,1
36048,11873,0,723,6,72127,79.34,21.6,0,2769,3857,1
36049,34314,0,701,8,91177,2218.65,27.4,1,33107,56788,1
36050,4876,0,-1,-1,-1,1170.7,36.8,0,13271,24397,1
36051,18002,1,737,10,110011,704.99,24.6,0,25461,33022,0
36052,21432,1,721,9,72431,983.85,15,0,15453,26968,1
36053,2930,0,721,10,48840,805.86,26.1,0,16620,30892,1
36054,19243,0,744,7,43955,560.42,9.7,0,8870,13398,1
36055,12294,1,692,7,66593,710.32,21.4,0,2682,10772,1
36056,7048,0,722,4,34143,199.17,8.3,0,3823,9752,1
36057,11993,0,-1,10,-1,331.07,16.1,0,15733,38374,1
36058,20498,0,720,6,96341,702.49,17.5,0,18556,30875,1
36059,100000000,0,682,10,60708,1249.57,20.6,0,21070,23971,1
36060,14913,0,741,6,79536,1405.13,7.8,0,13663,41530,1
36061,7796,0,744,10,56789,795.05,14.2,0,28796,67915,1
36062,6469,0,-1,1,-1,802.88,10,0,7697,29376,1
36063,10935,1,735,10,68593,234.36,34,0,10596,11037,1
36064,11019,0,751,1,55094,1152.38,11,0,3966,7806,1
36065,13558,1,728,4,39440,88.74,6.8,0,1318,21971,1
36066,14973,1,694,10,44919,666.3,19.3,0,8753,13064,1
36067,11610,1,665,10,44181,117.82,13.9,0,2217,14211,1
36068,100000000,0,749,2,35665,858.05,20.1,0,10812,17134,1
36069,100000000,0,747,3,81768,2173.67,13.5,0,18046,43908,1
36070,11380,0,-1,4,-1,418.54,6.1,0,4513,7018,0
36071,4962,0,726,1,39692,115.11,13.4,0,4205,6148,1
36072,5991,0,716,4,124249,1408.15,12.9,0,11624,16167,0
36073,15135,0,724,5,63063,804.05,21.3,0,26278,76169,1
36074,6038,0,741,1,50315,813.42,21.2,0,14652,37762,1
36075,8134,0,727,10,89470,1252.57,21.6,0,8313,21480,0
36076,11825,0,703,6,32931,562.57,29.4,0,12944,20352,1
36077,17205,1,702,-1,58481,1252.47,18.5,0,7479,19891,0
36078,9886,0,695,6,30417,517.09,13.7,0,16658,21086,1
36079,4300,0,747,1,76793,213.1,16.4,0,11393,85022,1
36080,16299,0,-1,6,-1,1249.61,25.5,0,12338,40991,1
36081,1414,0,723,5,49495,1035.27,12,0,20181,25352,1
36082,10201,0,728,10,78548,1433.5,20.6,0,19097,26305,1
36083,10043,0,741,2,58249,965.97,21.3,0,13178,60452,0
36084,12104,0,703,6,36313,938.09,9.9,0,8940,10889,0
36085,4734,0,690,7,24046,759.44,17.3,0,26463,36053,0
36086,9998,0,742,2,85983,1253.92,17.4,0,42210,51919,1
36087,9497,1,722,1,29582,18.25,8.7,0,143,7551,1
36088,1021,0,739,-1,10212,131.73,22.1,0,5893,33870,0
36089,10030,0,718,4,40120,344.36,6.5,0,3096,10321,0
36090,100000000,0,704,-1,27483,200.63,16.9,0,5196,7946,1
36091,11336,0,740,10,39776,649.67,15.9,0,9144,23090,0
36092,10249,0,718,10,73793,725.63,18.2,1,10418,11893,1
36093,15006,1,677,3,85034,1743.2,15.3,0,17205,32709,0
36094,11765,1,-1,3,-1,888.9,8.3,0,15998,23736,0
36095,8712,0,740,10,32797,686,17.8,0,16370,20411,1
36096,34762,0,723,2,476736,5561.92,23.1,0,7880,41474,1
36097,100000000,0,744,10,38770,374.78,22.5,0,11732,22052,1
36098,9595,0,713,6,31046,853.78,9.4,0,8629,16919,1
36099,100000000,0,743,10,54797,858.48,23.9,0,10552,21404,1
36100,16884,1,720,7,78463,1510.41,21.1,0,15606,32994,1
36101,12110,0,748,4,45414,544.97,15.6,0,10431,16852,1
36102,23523,0,705,10,56128,1216.1,22,0,41452,76905,0
36103,6551,0,726,1,18211,342.97,10.2,0,10639,13657,0
36104,18068,0,724,10,45171,1163.15,17.6,0,7576,15948,1
36105,9833,0,687,5,27481,870.24,13,0,11303,24679,0
36106,19539,1,613,8,75565,562.33,27.6,2,6828,13656,0
36107,8849,0,706,1,63908,1210.53,23.6,0,9362,19668,1
36108,24867,1,696,10,94245,1429.38,20,0,23024,32383,0
36109,20092,1,685,10,291334,2711.84,27.4,0,29767,34059,0
36110,3574,0,-1,-1,-1,219.41,33.8,1,3085,14280,1
36111,100000000,0,746,1,44285,153.52,22,0,5823,61946,1
36112,34941,0,739,10,109813,2644.67,18.9,0,117803,186990,1
36113,11738,0,-1,10,-1,310.1,14.6,0,4582,7354,1
36114,2608,0,698,2,70217,667.06,15,1,10117,17971,1
36115,4951,0,735,10,48374,955.4,27.1,0,12462,18408,1
36116,34151,1,717,2,254100,4213.82,20.5,0,15722,52757,1
36117,9849,0,693,10,73868,1378.86,23.5,0,18652,20981,1
36118,12186,0,739,10,45698,700.7,22.7,0,18072,24257,1
36119,15123,0,738,4,45369,839.33,26.5,0,9080,17839,1
36120,13898,1,733,6,71726,1177.51,14,0,12958,20867,0
36121,2249,0,674,10,76630,657.74,13,0,4567,5114,1
36122,4684,0,712,2,35129,784.54,20.3,0,5345,13166,1
36123,18115,1,683,7,83769,1019.18,15.9,0,11848,16711,1
36124,11857,0,729,8,45153,1042.29,8,0,24539,30333,1
36125,14762,1,-1,10,-1,382.81,14,0,9809,17801,1
36126,11427,1,674,3,27243,519.89,4,0,10934,21910,1
36127,20394,1,-1,10,-1,759.5,15.9,0,26226,35202,1
36128,10439,0,704,10,63629,1102.9,25.1,0,9287,17294,1
36129,100000000,0,739,5,66118,1763.14,10.7,0,25071,83849,1
36130,16736,0,729,10,65749,796.11,15.7,0,11820,14344,1
36131,13999,0,687,6,70732,1060.97,13.6,1,657,11736,1
36132,9965,0,742,2,66068,781.8,28.1,0,21164,26756,1
36133,9615,0,707,1,60408,986.66,20.7,1,12448,25988,0
36134,9434,0,748,7,67806,872.44,20.4,0,348,24849,1
36135,35837,1,718,10,179183,1776.9,24.9,0,64390,108037,1
36136,6687,0,736,-1,49715,188.92,13.7,0,4095,17880,0
36137,9240,0,720,1,66284,1077.11,25.5,0,11367,19768,0
36138,24408,1,722,10,58578,1400.99,29.8,0,24899,45270,1
36139,6841,0,747,4,73298,726.87,9.7,0,8213,23945,1
36140,8924,0,-1,1,-1,180.48,21.6,0,6582,16173,1
36141,19538,0,-1,6,-1,595.42,17.5,0,22962,37398,1
36142,10091,0,736,10,30273,635.73,15.6,0,12004,14498,0
36143,15990,0,-1,2,-1,1119.33,10.8,0,11054,30203,1
36144,100000000,0,705,1,34993,101.77,32.6,0,3390,15272,1
36145,24212,1,700,3,85306,774.86,16.1,0,13745,20066,1
36146,5094,0,-1,-1,-1,723.35,12.9,1,4760,12020,0
36147,21210,0,748,1,131300,2243.04,16.4,0,32625,49658,1
36148,1433,0,686,1,10870,125.92,9,0,4232,5238,1
36149,16167,0,687,1,36778,389.23,11.7,0,8270,24612,1
36150,3639,0,704,-1,27483,200.63,16.9,0,5196,7946,1
36151,100000000,0,734,-1,11755,173.39,20.9,0,4873,14901,1
36152,6490,0,749,6,64904,1179.1,17.9,0,27331,90200,0
36153,100000000,1,642,8,78096,2427.49,14.2,0,27077,28897,1
36154,14700,0,699,1,68600,1069.01,12,0,4162,5491,1
36155,21723,0,751,10,58257,1237.95,27.5,0,23948,50631,1
36156,20897,0,-1,3,-1,1135.66,32,0,15777,42299,1
36157,12023,1,729,9,37070,515.9,19.4,0,11782,15836,0
36158,8272,0,730,2,43850,942.78,17.9,0,9291,28070,0
36159,10878,1,659,5,33623,251.05,9.9,0,10808,12158,0
36160,8570,0,734,6,35287,391.1,12.9,0,4653,13526,1
36161,20074,0,-1,1,-1,1814.19,16,0,3078,4115,0
36162,100000000,0,744,10,86641,1371.8,24.6,0,7423,55809,1
36163,5467,0,716,7,72893,777.52,20.5,1,4775,12768,1
36164,8569,0,699,6,40243,462.8,14.3,1,1307,9900,0
36165,10684,0,684,7,46116,530.33,19.9,0,1362,5747,1
36166,28675,0,747,10,122892,1259.64,20.6,0,7018,27961,1
36167,100000000,0,741,7,41501,556.8,11.4,0,11605,22981,1
36168,9910,0,-1,2,-1,1553.39,18.6,0,23898,25182,1
36169,9605,0,706,8,83955,481.34,12.4,1,1479,6429,1
36170,20350,1,724,10,53928,530.29,37.7,1,5317,6713,1
36171,4059,0,724,10,96397,1887.77,17.7,0,22366,33888,1
36172,21870,1,632,10,98416,1016.96,19.2,0,6525,11041,1
36173,7236,0,-1,10,-1,1231.11,12.7,0,3801,7381,0
36174,26436,1,-1,10,-1,1076.58,17.5,0,19157,28635,0
36175,10057,0,740,10,50285,1156.56,20.1,1,10378,17097,1
36176,32599,1,697,10,137741,803.49,30.4,0,8354,31057,1
36177,9314,0,716,10,43533,718.3,30.3,1,3112,15561,1
36178,6390,0,746,3,38337,862.58,12,0,3754,7275,1
36179,100000000,1,717,10,45581,983.78,15.7,0,20923,23196,1
36180,11941,1,682,10,34829,368.6,6.6,0,2884,10049,1
36181,34500,1,719,10,137998,2368.96,25.9,0,25597,68076,1
36182,7548,0,689,5,32096,863.91,12.2,1,5283,9837,0
36183,15758,0,745,1,55745,1022,19.4,0,31081,45111,1
36184,100000000,1,729,10,110300,1148.96,18.7,0,14342,16043,1
36185,9881,0,745,10,54346,937.46,38.3,0,19706,30551,1
36186,13324,0,-1,2,-1,1678.79,15,0,19890,42592,1
36187,7912,0,732,3,119669,3251.01,17,0,46778,67017,0
36188,35252,0,712,10,131943,1979.15,21.4,0,59205,78210,1
36189,5378,0,727,7,61170,830.89,17.7,0,28998,33027,1
36190,17840,0,-1,8,-1,719.37,21.6,0,19985,36469,1
36191,14760,0,-1,2,-1,419.84,18.2,0,2959,7665,0
36192,16288,0,749,8,178150,1085.23,30.6,0,1094,10228,1
36193,3940,0,-1,10,-1,1900.36,30.6,0,55559,59295,1
36194,17148,1,731,4,83697,990.42,17.7,0,10854,15012,0
36195,14864,0,747,5,29727,401.31,18.7,0,17937,30715,1
36196,35329,0,719,10,181389,1949.94,18.6,0,28472,43803,1
36197,10959,0,-1,3,-1,1067.04,22.8,0,4518,5278,1
36198,9794,0,-1,10,-1,972.3,20.5,0,18970,29365,1
36199,18376,0,745,8,45655,665.8,11.4,0,15415,45072,0
36200,20400,0,740,3,66300,1110.53,20.5,0,23604,61150,1
36201,21410,0,-1,6,-1,1322.52,13,0,23314,30516,0
36202,16971,1,711,1,54907,429.19,15,0,14937,19474,1
36203,100000000,0,750,7,109521,1359.88,37.6,0,16427,40164,1
36204,10110,0,713,4,30330,510.56,16,0,10284,17401,1
36205,10544,0,744,1,66496,620.62,13.8,0,13359,34079,1
36206,11772,0,712,10,101043,1616.69,21.7,0,5463,42681,1
36207,14975,1,-1,10,-1,901.12,30.4,0,40223,51110,1
36208,14220,0,-1,4,-1,551.84,15.1,0,4039,7049,0
36209,28037,1,692,8,63882,931.61,17.3,0,3165,3345,1
36210,100000000,0,728,2,45432,210.89,10.1,0,8249,11505,1
36211,23798,1,-1,1,-1,938.72,17.7,0,29122,110731,1
36212,7814,0,723,10,78144,1126.57,10.6,0,20488,21889,0
36213,12780,0,-1,5,-1,1009.62,16.9,0,15113,27280,1
36214,6481,0,709,3,88148,521.55,32.3,2,3839,7326,1
36215,100000000,0,740,2,45630,513.34,15.6,0,5487,6791,1
36216,9882,0,700,10,49410,691.74,17.9,0,2052,5234,0
36217,30408,1,691,10,121632,1854.89,30,0,9731,27333,0
36218,23258,1,685,8,133478,1543.9,23.3,0,52400,105859,1
36219,100000000,0,745,1,16373,125.94,10.1,0,3820,8905,1
36220,5065,0,-1,3,-1,552.51,12.2,1,2355,11323,0
36221,11755,0,719,6,35266,361.47,12.5,0,6755,13430,1
36222,12276,0,710,10,50127,873.05,16.9,0,11635,14672,0
36223,16400,0,734,8,61500,855.88,9.8,0,4604,8511,1
36224,17872,1,737,10,76453,1669.23,22.3,0,42315,67381,1
36225,20787,0,634,10,49790,771.75,9.3,0,5344,12755,0
36226,18085,0,684,1,50235,485.6,8.2,0,16879,30033,0
36227,6086,0,735,10,71001,1745.44,23.3,0,6679,14810,0
36228,20282,0,742,2,60846,395.5,14.5,0,17919,47405,1
36229,11777,0,-1,10,-1,1838.13,41,0,32447,65285,1
36230,28297,1,684,1,131378,2069.2,42,0,20952,55871,1
36231,30117,1,606,10,110429,1049.08,15.5,0,2923,7236,1
36232,100000000,0,748,10,68425,992.16,28.5,0,7509,13385,1
36233,24935,0,742,10,64831,904.39,41.6,0,23961,33141,1
36234,28059,1,724,6,210203,2680.09,17.9,0,39137,51226,1
36235,24326,1,-1,8,-1,1286.83,18.8,0,10097,31753,1
36236,5933,0,748,5,25709,408.34,10.6,0,1510,19358,1
36237,100000000,0,737,1,50220,937.43,21.5,0,21360,31504,1
36238,35123,0,-1,10,-1,1776.2,25,0,90205,172806,1
36239,100000000,1,724,8,110671,1927.52,12.3,0,36491,51908,1
36240,11938,0,732,5,94009,846.08,14.2,1,9701,14121,1
36241,4035,0,709,2,39604,438.94,25.7,1,1261,4851,1
36242,7803,0,745,1,68151,1056.35,9,0,8940,20693,1
36243,17121,1,715,10,71504,1287.07,15.8,0,5659,11184,1
36244,4951,0,741,3,51755,386.01,10.7,0,4255,7823,1
36245,12344,0,743,8,66360,551.34,11.5,0,7834,11555,1
36246,4941,0,722,6,24705,298.52,15.3,0,11006,16600,0
36247,11096,0,746,7,41726,1036.2,16.6,0,16080,34432,1
36248,35382,0,705,3,151635,636.87,28.8,0,17400,23355,0
36249,8015,0,714,7,108205,307.48,14,0,10042,20044,1
36250,100000000,0,737,3,4993,139.79,8.5,0,4575,8681,1
36251,5994,0,744,10,39960,586.08,20.4,0,5794,15575,1
36252,100000000,0,724,3,34731,564.37,17,0,15344,18158,1
36253,33266,1,677,10,75720,1318.79,22.4,2,5596,7826,1
36254,100000000,1,726,1,53160,797.39,10.2,0,8913,12363,1
36255,20080,1,693,10,85340,2069.5,17,0,16504,35722,1
36256,15337,0,700,10,43103,642.96,19,0,8751,10725,1
36257,12284,0,-1,4,-1,773.15,9.6,0,14974,14944,1
36258,4075,0,-1,6,-1,354.53,17.8,0,2358,4791,1
36259,10164,1,709,1,71148,681.83,10.2,0,9846,12804,1
36260,10117,1,734,8,101170,424.91,14.8,0,3159,8204,1
36261,17901,1,651,10,69615,736.76,18.4,0,3076,14045,0
36262,9926,0,743,10,59556,873.49,21.2,1,11082,27364,0
36263,100000000,0,748,10,65332,1197.75,16.6,1,8000,22221,1
36264,100000000,0,744,9,33191,453.61,15,0,6754,25488,1
36265,12817,1,-1,1,-1,970.8,21.5,0,20900,23043,0
36266,4095,0,733,5,23547,537.67,7.7,0,4387,6759,0
36267,27460,1,681,10,205947,2900.42,19.4,0,63880,73089,1
36268,4952,0,-1,6,-1,579.33,16.3,0,8502,9405,1
36269,17910,1,665,5,69650,859.01,12.5,0,8281,11847,1
36270,8105,0,733,2,65852,729.86,16,0,7265,12973,1
36271,15330,1,-1,2,-1,1272.39,12,1,9169,10737,1
36272,12255,0,-1,1,-1,903.55,14,0,19873,26114,1
36273,15314,1,671,10,58191,1246.26,15.3,0,7999,11643,1
36274,16781,0,717,-1,46681,910.28,14.1,2,4466,11307,0
36275,11814,0,740,1,78760,735.1,19.5,0,22172,26116,1
36276,7541,0,-1,10,-1,673.69,23.8,1,10091,14688,1
36277,18209,0,741,7,45522,297.41,15.9,0,13678,24382,1
36278,100000000,1,723,6,66001,940.51,22,1,22423,33719,1
36279,9549,0,692,2,42668,903.14,20.1,0,13500,16364,1
36280,19364,1,721,10,66073,1503.15,32.7,0,38060,109367,0
36281,100000000,0,725,3,80024,340.1,16.2,0,6963,13015,1
36282,12250,0,742,3,30624,306.24,10.6,0,11658,18272,1
36283,14182,0,741,10,73949,1269.46,17.3,0,28482,44021,1
36284,5882,0,741,1,78824,406.6,18.2,0,12703,14703,1
36285,19159,0,670,10,87975,2287.35,29.5,2,26296,52803,1
36286,7838,0,726,4,20228,525.93,8.3,0,5965,14765,1
36287,14288,0,732,4,51030,897.28,10.1,0,9009,10100,0
36288,10516,0,727,1,80212,371.65,12.2,1,7290,24710,1
36289,14948,0,683,1,34878,1005.64,11,0,22004,23113,1
36290,25315,0,-1,6,-1,1254.95,24.5,0,23682,44348,0
36291,16202,0,-1,2,-1,855.65,16.6,0,12089,13344,1
36292,9936,1,-1,10,-1,806.3,17.2,0,3215,13740,1
36293,10043,0,-1,9,-1,653.22,13.1,0,17340,19375,0
36294,13202,0,713,6,31293,803.18,16.7,0,12073,33168,0
36295,24608,0,699,3,83003,1653.14,9.1,0,28052,29497,1
36296,5914,0,715,1,34500,135.98,9,0,4243,10742,1
36297,25325,1,726,2,75975,937.03,12.6,0,20915,21364,0
36298,100000000,0,750,6,76530,809.94,25.6,0,14844,48828,1
36299,100000000,0,722,4,44640,1130.88,11.1,0,14985,18454,1
36300,9957,0,676,10,79656,633.93,19.2,1,7569,17243,1
36301,13772,0,696,2,95419,1669.83,15.7,0,11832,17400,1
36302,100000000,0,747,10,80416,1648.53,21.5,0,40409,58734,1
36303,7810,0,715,3,78096,728.9,13.9,0,10614,15229,0
36304,11753,0,-1,2,-1,504.51,16.9,3,10473,13619,1
36305,100000000,0,751,10,102470,990.54,41,0,9880,28310,1
36306,15752,0,652,3,59070,905.74,20.5,0,20473,23889,0
36307,100000000,0,687,3,63704,706.06,32.8,1,9025,14943,1
36308,24339,1,746,2,144503,2938.22,15.7,0,3306,22341,1
36309,19670,1,714,5,47208,1365.1,15.8,0,12668,19857,0
36310,14442,1,-1,10,-1,283.06,14.2,0,8157,8223,0
36311,13770,0,-1,10,-1,759.01,23.4,0,39607,59828,1
36312,15084,0,744,10,99554,1485.02,27.7,0,30640,34082,1
36313,22205,0,750,10,71660,1271.97,14,0,25138,29061,1
36314,20394,1,715,10,83615,759.5,15.9,0,26226,35202,1
36315,16733,1,674,6,85634,1598.5,25.9,0,36781,39088,0
36316,2001,0,725,10,34024,878.94,36.5,1,19843,22626,0
36317,17960,0,-1,10,-1,54.88,8.6,0,1833,19923,1
36318,12718,0,706,10,53922,1163.82,13.5,0,9467,16379,1
36319,24574,1,722,10,152561,1462.05,25.2,0,31738,35382,0
36320,30276,0,731,3,100920,1942.71,23.6,0,34081,90881,0
36321,29841,0,738,2,79576,1474.15,16.2,0,22059,23468,1
36322,3041,0,712,6,58194,931.11,10.5,0,14778,46471,1
36323,14738,0,750,1,50108,75.58,9.1,0,3721,15503,1
36324,2022,0,744,3,33360,439.24,15.8,0,12545,14048,1
36325,100000000,0,748,2,79661,876.28,27.3,1,4007,13399,1
36326,14747,0,714,10,77665,1514.47,10.5,0,13660,32371,1
36327,100000000,0,726,6,321653,2029.09,11,0,28741,74074,1
36328,5115,0,706,5,61380,162.66,17,0,208,409,1
36329,4090,0,-1,8,-1,862.82,17.2,0,34674,41083,0
36330,3979,1,721,8,49740,586.11,18.4,0,5879,13423,0
36331,1824,0,722,1,42567,1223.8,7,0,6066,16005,1
36332,9086,0,730,9,30793,841.67,10.9,0,9747,12416,1
36333,10047,0,731,10,55259,861.11,13.5,0,19484,36082,1
36334,12108,1,717,10,36324,729.51,15.7,0,11126,11811,1
36335,9919,1,728,10,126963,1359.57,37,0,35337,58217,1
36336,10037,0,739,10,48178,481.78,11.8,0,8444,27961,1
36337,7954,1,710,10,86504,770.61,17.5,0,14914,22979,1
36338,30486,1,692,3,279455,3749.35,42.1,0,91567,97723,1
36339,7142,0,745,7,61498,1301.7,10.8,1,661,44040,1
36340,10462,0,734,9,31420,725.29,21.5,0,20240,30164,1
36341,14898,1,-1,8,-1,309.3,13,0,11792,20652,1
36342,100000000,0,747,10,54291,374.15,12.4,1,3399,5429,1
36343,11966,0,-1,3,-1,919.92,19,0,16943,35299,1
36344,26572,1,-1,9,-1,1443.32,16,0,20488,33314,0
36345,17750,0,746,7,88749,660.44,23.2,0,124546,451255,0
36346,100000000,0,746,2,42580,915.46,12.8,0,6503,28520,1
36347,5870,0,712,5,45985,1130.46,11.7,0,5776,7827,1
36348,11838,0,720,5,41433,725.08,21,0,6304,7107,0
36349,11067,0,-1,10,-1,848.47,25.6,0,11426,17910,0
36350,16860,0,-1,1,-1,1022.48,16.5,0,4459,5821,1
36351,9710,0,729,10,28489,671.88,33.3,0,5840,12921,0
36352,3178,0,722,2,39720,678.55,17.7,1,682,10495,1
36353,6024,0,747,10,45180,862.19,17.7,0,7210,39397,1
36354,2064,0,745,3,34398,662.16,17.8,0,6832,14853,1
36355,19469,0,746,3,134862,796.81,12.7,0,19014,27476,1
36356,8715,0,726,7,43441,803.66,13,0,2183,4694,0
36357,5122,0,748,1,25610,187.38,14.6,0,1889,4919,1
36358,3588,0,693,3,71750,711.52,11.8,0,7898,8201,1
36359,5873,0,-1,10,-1,48.95,14,0,1294,25375,1
36360,9943,0,739,8,72584,834.71,29.1,0,19153,24746,1
36361,11818,0,747,10,118176,1211.3,27.1,0,6367,23152,1
36362,4076,0,708,5,86615,988.86,19.8,0,922,7950,1
36363,22209,0,742,2,80760,224.11,17.6,0,6691,91658,1
36364,31626,1,739,10,190760,2448.08,21.3,0,25812,59889,1
36365,13645,0,719,10,37916,657.22,33.5,0,11747,23732,1
36366,7109,0,733,10,58899,844.22,16.5,1,4578,12078,1
36367,24168,1,653,1,49834,723.42,12.8,0,4244,5482,0
36368,100000000,0,729,6,42432,381.89,10,0,15004,36866,1
36369,8066,0,719,4,93772,1469.09,18.5,0,18296,23885,0
36370,18407,0,748,4,105186,1332.35,15.5,0,37701,76163,1
36371,100000000,1,714,1,50900,475.07,9.4,1,2528,7850,1
36372,100000000,0,712,7,52704,399.23,16,0,6693,13772,1
36373,2438,0,724,1,30985,418.3,17.3,0,19319,21954,1
36374,11993,1,724,3,69958,1801.42,26.6,0,12020,40335,1
36375,24341,1,-1,-1,-1,993.48,14.6,1,7577,13652,1
36376,8112,0,-1,5,-1,3412.62,23.3,0,14009,19377,1
36377,2348,0,721,10,66018,467.63,15.3,0,1635,13402,1
36378,16205,0,717,1,60768,1174.85,24.4,0,17766,22982,0
36379,13951,0,-1,10,-1,644.14,24.5,0,10979,13357,1
36380,9467,0,-1,8,-1,1253.33,17.9,1,6426,15193,1
36381,15258,0,691,1,50860,1169.78,12,0,11397,12415,1
36382,100000000,0,745,10,47957,943.15,19.4,1,13881,29788,1
36383,6784,0,719,4,77173,1356.97,29,0,8886,13524,0
36384,9846,0,-1,5,-1,439.79,13.6,0,8696,19112,1
36385,28485,1,-1,9,-1,1224.55,18.7,0,14893,23716,1
36386,7260,0,684,1,21473,470.61,9.9,0,3725,5007,1
36387,6983,0,-1,1,-1,621.27,7.2,0,6604,6584,0
36388,5870,0,712,5,45985,1130.46,11.7,0,5776,7827,1
36389,100000000,0,707,10,38555,1015.28,23.4,0,29529,30349,1
